ERR1726522	000000301952__396-1089 694 2 0 000000301952__396-1089 contig=TARA_IOS_SSUU_QQSS_QQRR_MMQQ_GGQQ_GGMM_1000nt Bacteria;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus Database=Tara_MetaG_contigs
ERR1726522	000000329469__c1485-762 724 2 0 000000329469__c1485-762 contig=TARA_IOS_SSUU_QQSS_QQRR_MMQQ_GGQQ_GGMM_1000nt Eukaryota;Haptista;Haptophyta Database=Tara_MetaG_contigs
ERR1726522	000000651987__204-921 718 4 0 000000651987__204-921 contig=TARA_PSW_SSUU_QQSS_MMQQ_KKQQ_GGZZ_GGMM_1000nt Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus Database=Tara_MetaG_contigs
ERR1726522	000000824461__57-753 697 2 0 000000824461__57-753 contig=TARA_PSW_SSUU_QQSS_MMQQ_KKQQ_GGZZ_GGMM_1000nt Bacteria;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus Database=Tara_MetaG_contigs
ERR1726522	000000907756__c732-15 718 2 0 000000907756__c732-15 contig=TARA_IOS_SSUU_QQSS_QQRR_MMQQ_GGQQ_GGMM_1000nt Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus Database=Tara_MetaG_contigs
ERR1726522	000000960192__c342-12 331 2 0 000000960192__c342-12 contig=TARA_PSE_SSUU_QQSS_QQRR_MMQQ_GGZZ_GGMM_1000nt Eukaryota;Sar;Alveolata;Dinophyceae (dinoflagellates_with_peridinin-containing_plastids) Database=Tara_MetaG_contigs
ERR1726522	000001454624__c859-142 718 8 0 000001454624__c859-142 contig=TARA_PSW_SSUU_QQSS_MMQQ_KKQQ_GGZZ_GGMM_1000nt Eukaryota;Sar;Stramenopiles;Ochrophyta;Bacillariophyta Database=Tara_MetaG_contigs
ERR1726522	000001998079__c380-104 277 57 51 000001998079__c380-104 contig=TARA_PSE_SSUU_QQSS_QQRR_MMQQ_GGZZ_GGMM_1000nt Eukaryota;Haptista;Haptophyta Database=Tara_MetaG_contigs
ERR1726522	000002136203__c1425-708 718 19 1 000002136203__c1425-708 contig=TARA_PSW_SSUU_QQSS_MMQQ_KKQQ_GGZZ_GGMM_1000nt Eukaryota;Sar;Stramenopiles;Ochrophyta;Bacillariophyta Database=Tara_MetaG_contigs
ERR1726522	000002271946__411-1128 718 2 0 000002271946__411-1128 contig=TARA_PSE_SSUU_QQSS_QQRR_MMQQ_GGZZ_GGMM_1000nt Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus Database=Tara_MetaG_contigs
ERR1726522	000002520284__2496-2649 154 2 0 000002520284__2496-2649 contig=TARA_PSW_SSUU_QQSS_MMQQ_KKQQ_GGZZ_GGMM_1000nt Eukaryota;Viridiplantae;Chlorophyta Database=Tara_MetaG_contigs
ERR1726522	000002520284__3219-3435 217 2 0 000002520284__3219-3435 contig=TARA_PSW_SSUU_QQSS_MMQQ_KKQQ_GGZZ_GGMM_1000nt Eukaryota;Viridiplantae;Chlorophyta Database=Tara_MetaG_contigs
ERR1726522	000002698621__c4804-4129 676 2 0 000002698621__c4804-4129 contig=TARA_PSW_SSUU_QQSS_MMQQ_KKQQ_GGZZ_GGMM_1000nt Eukaryota;Viridiplantae;Chlorophyta Database=Tara_MetaG_contigs
ERR1726522	000002808846__c974-296 679 3 1 000002808846__c974-296 contig=TARA_IOS_SSUU_QQSS_QQRR_MMQQ_GGQQ_GGMM_1000nt Eukaryota;Viridiplantae;Chlorophyta Database=Tara_MetaG_contigs
ERR1726522	000003009378__c6379-5683 697 1 1 000003009378__c6379-5683 contig=TARA_PSE_SSUU_QQSS_QQRR_MMQQ_GGZZ_GGMM_1000nt Eukaryota;Viridiplantae;Chlorophyta Database=Tara_MetaG_contigs
ERR1726522	000003338028__1341-1780 440 4 0 000003338028__1341-1780 contig=TARA_PSW_SSUU_QQSS_MMQQ_KKQQ_GGZZ_GGMM_1000nt Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus Database=Tara_MetaG_contigs
ERR1726522	000003350707__321-996 676 2 0 000003350707__321-996 contig=TARA_PSE_SSUU_QQSS_QQRR_MMQQ_GGZZ_GGMM_1000nt Eukaryota;Viridiplantae;Chlorophyta Database=Tara_MetaG_contigs
ERR1726522	000003595083__714-1383 670 4 0 000003595083__714-1383 contig=TARA_IOS_SSUU_QQSS_QQRR_MMQQ_GGQQ_GGMM_1000nt Eukaryota;Viridiplantae;Chlorophyta Database=Tara_MetaG_contigs
ERR1726522	000003919848__c14782-14092 691 2 0 000003919848__c14782-14092 contig=TARA_PON_SSUU_QQSS_MMQQ_GGZZ_GGMM_1000nt Eukaryota;Viridiplantae;Chlorophyta Database=Tara_MetaG_contigs
ERR1726522	000004071121__99-795 697 2 0 000004071121__99-795 contig=TARA_PSW_SSUU_QQSS_MMQQ_KKQQ_GGZZ_GGMM_1000nt Eukaryota;Viridiplantae;Chlorophyta Database=Tara_MetaG_contigs
ERR1726522	000004137895__c1970-1256 715 2 0 000004137895__c1970-1256 contig=TARA_PSW_SSUU_QQSS_MMQQ_KKQQ_GGZZ_GGMM_1000nt Eukaryota;Sar;Stramenopiles;Ochrophyta;Bacillariophyta Database=Tara_MetaG_contigs
ERR1726522	000004197161__3720-4437 718 8 0 000004197161__3720-4437 contig=TARA_PSW_SSUU_QQSS_MMQQ_KKQQ_GGZZ_GGMM_1000nt Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus Database=Tara_MetaG_contigs
ERR1726522	000004243554__c768-57 712 2 0 000004243554__c768-57 contig=TARA_PSW_SSUU_QQSS_MMQQ_KKQQ_GGZZ_GGMM_1000nt Eukaryota Database=Tara_MetaG_contigs
ERR1726522	000004319739__c1515-1140 376 5 5 000004319739__c1515-1140 contig=TARA_PSW_SSUU_QQSS_MMQQ_KKQQ_GGZZ_GGMM_1000nt Eukaryota;Haptista;Haptophyta Database=Tara_MetaG_contigs
ERR1726522	000004467925__c1195-478 718 2 0 000004467925__c1195-478 contig=TARA_MED_SSUU_QQSS_MMQQ_GGZZ_GGQQ_GGMM_1000nt Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus Database=Tara_MetaG_contigs
ERR1726522	000004536287__c3197-2480 718 8 0 000004536287__c3197-2480 contig=TARA_PON_SSUU_QQSS_MMQQ_GGZZ_GGMM_1000nt Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus Database=Tara_MetaG_contigs
ERR1726522	000004581193__c1328-611 718 2 0 000004581193__c1328-611 contig=TARA_MED_SSUU_QQSS_MMQQ_GGZZ_GGQQ_GGMM_1000nt Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus Database=Tara_MetaG_contigs
ERR1726522	000004653166__1938-2271 334 2 2 000004653166__1938-2271 contig=TARA_PSE_SSUU_QQSS_QQRR_MMQQ_GGZZ_GGMM_1000nt Eukaryota;Sar;Alveolata;Dinophyceae (dinoflagellates_with_peridinin-containing_plastids) Database=Tara_MetaG_contigs
ERR1726522	000004900100__369-1044 676 4 0 000004900100__369-1044 contig=TARA_PON_SSUU_QQSS_MMQQ_GGZZ_GGMM_1000nt Eukaryota;Viridiplantae;Chlorophyta Database=Tara_MetaG_contigs
ERR1726522	000005425325__c1331-635 697 2 0 000005425325__c1331-635 contig=TARA_PSE_SSUU_QQSS_QQRR_MMQQ_GGZZ_GGMM_1000nt Bacteria;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus Database=Tara_MetaG_contigs
ERR1726522	000005526423__1050-1212 163 15 15 000005526423__1050-1212 contig=TARA_AON_SSUU_QQSS_MMQQ_GGZZ_GGMM_1000nt Eukaryota;Haptista;Haptophyta Database=Tara_MetaG_contigs
ERR1726522	000005526423__1050-1212 163 15 15 000005526423__1050-1212 contig=TARA_AON_SSUU_QQSS_MMQQ_GGZZ_GGMM_1000nt Eukaryota;Haptista;Haptophyta Database=Tara_MetaG_contigs
ERR1726522	000005951876__336-1011 676 2 0 000005951876__336-1011 contig=TARA_PSW_SSUU_QQSS_MMQQ_KKQQ_GGZZ_GGMM_1000nt Eukaryota;Viridiplantae;Chlorophyta Database=Tara_MetaG_contigs
ERR1726522	000006154882__c1762-1045 718 2 0 000006154882__c1762-1045 contig=TARA_PON_SSUU_QQSS_MMQQ_GGZZ_GGMM_1000nt Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus Database=Tara_MetaG_contigs
ERR1726522	000006453023__3-435 433 2 0 000006453023__3-435 contig=TARA_PSE_SSUU_QQSS_QQRR_MMQQ_GGZZ_GGMM_1000nt Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus Database=Tara_MetaG_contigs
ERR1726522	000006587038__3-666 664 2 0 000006587038__3-666 contig=TARA_PSE_SSUU_QQSS_QQRR_MMQQ_GGZZ_GGMM_1000nt Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus Database=Tara_MetaG_contigs
ERR1726522	000007064811__1371-2088 718 1 0 000007064811__1371-2088 contig=TARA_ARC_GGZZ_SSUU_QQSS_KKQQ_1000nt Eukaryota;Sar;Stramenopiles;Ochrophyta;Bacillariophyta Database=Tara_MetaG_contigs
ERR1726522	000007987281__1353-2049 697 1 1 000007987281__1353-2049 contig=TARA_PSE_SSUU_QQSS_QQRR_MMQQ_GGZZ_GGMM_1000nt Eukaryota;Viridiplantae;Chlorophyta Database=Tara_MetaG_contigs
ERR1726522	2654085305__102-819 718 2 0 2654085305__102-819 Bacteria;Cyanobacteria;unclassified;Synechococcales;Synechococcaceae;unclassified Database=IMG
ERR1726522	2717389445__108-789 682 5 1 2717389445__108-789 Bacteria;Cyanobacteria;unclassified;Synechococcales;Prochloraceae;Prochlorococcus_sp_AG-463-F15 Database=IMG
ERR1726522	2792973255__102-819 718 2 0 2792973255__102-819 Bacteria;Cyanobacteria;unclassified;Synechococcales;Synechococcaceae;Synechococcus_sp_CPC35 Database=IMG
ERR1726522	ABCD_scaffold_2005010__192-888 696 2 2 ABCD_scaffold_2005010__192-888 Mosses;Grimmiales;Grimmiaceae;Racomitrium_elongatum
ERR1726522	AYIY_scaffold_2022683__c698-23 675 2 0 AYIY_scaffold_2022683__c698-23 Core_Eudicots/Asterids;Lamiales;Acanthaceae;Ruellia_brittoniana
ERR1726522	CAMNT_0036871211__150-855 705 2 0 CAMNT_0036871211__150-855 Eukaryota;Alveolata;Dinophyceae;Suessiales;Symbiodiniaceae;Symbiodinium;Symbiodinium_sp,_Strain_Mp Database=MMETSP
ERR1726522	CAMNT_0045511703__297-1014 720 1 1 CAMNT_0045511703__297-1014 Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Pseudo-nitzschia;Pseudo-nitzschia_australis,_Strain_10249_10_AB Database=MMETSP
ERR1726522	CAMNT_0053595991__c1618-892 726 2 0 CAMNT_0053595991__c1618-892 Eukaryota;Haptophyta;Prymnesiales;Prymnesiaceae;Imantonia;Imantonia_sp.,_Strain_RCC918 Database=MMETSP
ERR1726522	CAM_READ_0232565333__c283-28 256 2 0 CAM_READ_0232565333__c283-28 Bacteria;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus Database=GOS 
ERR1726522	KBXS_scaffold_2086293__c757-58 699 1 1 KBXS_scaffold_2086293__c757-58 Monocots;Asparagales;Alliaceae;Allium_commutatum
ERR1726522	MATOU.v2.101111101__3-681 679 2 0 MATOU.v2.101111101__3-681 Eukaryota;Sar;Alveolata;Dinophyceae (dinoflagellates_with_peridinin-containing_plastids) Database=MATOU-v2
ERR1726522	MATOU.v2.101117132__456-1182 727 2 0 MATOU.v2.101117132__456-1182 Eukaryota;Haptista;Haptophyta Database=MATOU-v2
ERR1726522	MATOU.v2.101128495__3-267 265 2 0 MATOU.v2.101128495__3-267 Eukaryota;Haptista;Haptophyta Database=MATOU-v2
ERR1726522	MATOU.v2.10217614__258-981 724 1 1 MATOU.v2.10217614__258-981 Eukaryota;Sar;Stramenopiles;Ochrophyta;Dictyochophyceae Database=MATOU-v2
ERR1726522	MATOU.v2.102689140__c224-50 175 2 0 MATOU.v2.102689140__c224-50 Eukaryota;Sar;Alveolata;Dinophyceae;dinoflagellate_with_green_alga-derived_plastids Database=MATOU-v2
ERR1726522	MATOU.v2.103025723__3-210 208 2 0 MATOU.v2.103025723__3-210 Eukaryota;Haptista;Haptophyta Database=MATOU-v2
ERR1726522	MATOU.v2.103337159__c277-67 211 2 0 MATOU.v2.103337159__c277-67 Eukaryota;Sar;Alveolata;Dinophyceae (dinoflagellates_with_peridinin-containing_plastids) Database=MATOU-v2
ERR1726522	MATOU.v2.106616124__93-363 271 3 1 MATOU.v2.106616124__93-363 Bacteria;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus Database=MATOU-v2
ERR1726522	MATOU.v2.117405900__c488-1 488 1 1 MATOU.v2.117405900__c488-1 Eukaryota;Sar;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyceae;Bacillariophycidae;Bacillariales;Bacillariaceae Database=MATOU-v2
ERR1726522	MATOU.v2.117423684__c902-227 676 2 0 MATOU.v2.117423684__c902-227 Eukaryota;Sar;Stramenopiles;Ochrophyta;Bacillariophyta Database=MATOU-v2
ERR1726522	MATOU.v2.119109794__c923-206 718 1 0 MATOU.v2.119109794__c923-206 Eukaryota;Sar;Stramenopiles;Ochrophyta;Bacillariophyta Database=MATOU-v2
ERR1726522	MATOU.v2.119375909__303-1008 706 2 0 MATOU.v2.119375909__303-1008 Eukaryota;Sar;Alveolata;Dinophyceae;Prorocentrales;Prorocentraceae;Prorocentrum Database=MATOU-v2
ERR1726522	MATOU.v2.140433991__252-960 709 3 1 MATOU.v2.140433991__252-960 Eukaryota;Sar;Alveolata;Dinophyceae (dinoflagellates_with_peridinin-containing_plastids) Database=MATOU-v2
ERR1726522	MATOU.v2.140569236__c569-1 569 2 2 MATOU.v2.140569236__c569-1 Eukaryota;Sar;Alveolata;Dinophyceae (dinoflagellates_with_peridinin-containing_plastids) Database=MATOU-v2
ERR1726522	MATOU.v2.141629102__c515-83 433 2 0 MATOU.v2.141629102__c515-83 Eukaryota;Sar;Alveolata;Dinophyceae (dinoflagellates_with_peridinin-containing_plastids) Database=MATOU-v2
ERR1726522	MATOU.v2.144799305__354-1059 706 2 0 MATOU.v2.144799305__354-1059 Eukaryota;Sar;Alveolata;Dinophyceae;Prorocentrales;Prorocentraceae;Prorocentrum Database=MATOU-v2
ERR1726522	MATOU.v2.144869399__c809-104 706 1 1 MATOU.v2.144869399__c809-104 Eukaryota;Sar;Alveolata;Dinophyceae;Prorocentrales;Prorocentraceae;Prorocentrum Database=MATOU-v2
ERR1726522	MATOU.v2.146689716__c949-232 718 1 1 MATOU.v2.146689716__c949-232 Eukaryota;Sar;Stramenopiles;Ochrophyta;Bacillariophyta;Coscinodiscophyceae;Thalassiosirophycidae;Thalassiosirales Database=MATOU-v2
ERR1726522	MATOU.v2.15412830__213-804 592 1 1 MATOU.v2.15412830__213-804 Eukaryota;Sar;Alveolata;Dinophyceae;Peridiniales Database=MATOU-v2
ERR1726522	MATOU.v2.17854056__c924-195 730 2 0 MATOU.v2.17854056__c924-195 Eukaryota;Haptista;Haptophyta;Prymnesiophyceae;Isochrysidales;Noelaerhabdaceae Database=MATOU-v2
ERR1726522	MATOU.v2.17868480__c828-174 655 2 0 MATOU.v2.17868480__c828-174 Eukaryota;Viridiplantae;Chlorophyta;prasinophytes Database=MATOU-v2
ERR1726522	MATOU.v2.17990910__357-693 337 2 0 MATOU.v2.17990910__357-693 Eukaryota;Viridiplantae;Chlorophyta Database=MATOU-v2
ERR1726522	MATOU.v2.18080452__c488-8 481 2 0 MATOU.v2.18080452__c488-8 Eukaryota Database=MATOU-v2
ERR1726522	MATOU.v2.18296250__c604-286 319 2 0 MATOU.v2.18296250__c604-286 Eukaryota;Sar;Alveolata;Dinophyceae;dinoflagellate_with_green_alga-derived_plastids Database=MATOU-v2
ERR1726522	MATOU.v2.18347991__258-954 697 1 1 MATOU.v2.18347991__258-954 Eukaryota;Sar;Alveolata;Dinophyceae;dinoflagellate_with_green_alga-derived_plastids Database=MATOU-v2
ERR1726522	MATOU.v2.18373665__3-216 214 4 0 MATOU.v2.18373665__3-216 Eukaryota;Sar;Alveolata;Dinophyceae (dinoflagellates_with_peridinin-containing_plastids) Database=MATOU-v2
ERR1726522	MATOU.v2.18410603__3-249 247 1 0 MATOU.v2.18410603__3-249 Eukaryota;Sar;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyceae Database=MATOU-v2
ERR1726522	MATOU.v2.18859827__c618-1 618 1 0 MATOU.v2.18859827__c618-1 Eukaryota;Sar;Stramenopiles;Ochrophyta;Bacillariophyta Database=MATOU-v2
ERR1726522	MATOU.v2.19400578__150-867 718 8 0 MATOU.v2.19400578__150-867 Eukaryota;Sar;Stramenopiles;Ochrophyta;Bacillariophyta Database=MATOU-v2
ERR1726522	MATOU.v2.23320474__c1070-338 733 2 0 MATOU.v2.23320474__c1070-338 Eukaryota;Haptista;Haptophyta Database=MATOU-v2
